userName,score,at,content
Nayla Naylaa,2,2026-07-03 09:07:20,"iklannya tolong kenapa ini, mencet tombol x nya kecil truss suka langsung ke apk nya pdahl gak mencet shopee nya, muncul trus perasaan klau buka apk lain jadinya ke shopee trus"
Yoes Ningsih,5,2026-07-03 09:06:00,bagusss
Oskadon oye,5,2026-07-03 09:05:04,REKOMENDED
Asep Isr,5,2026-07-03 09:03:42,Apk Sangat berguna.. Terus Tingkatkan Layanan!!
Sunawi Nawi,5,2026-07-03 09:03:16,Gak bisa
Nazrah Atayasi,5,2026-07-03 09:02:41,Murah meriah belanja tdk ragu. sangat terbantu dgn Aplikasi shopee
Dito Dito,5,2026-07-03 09:01:03,Bagus
Davit Alfian,1,2026-07-03 09:00:58,kurangin iklan aplikasi Shopee ini.. sungguh sangat mengganggu!!!!!
Nana,5,2026-07-03 08:59:57,shopee banyak vouchernya dan pelayanannya baik . bikin puas konsumen
qaisara khaira,1,2026-07-03 08:57:02,ikhlannya di kurangi ya.
Suratno Ratno,5,2026-07-03 08:56:35,semua barang ada di sini bisa jadi solusi kalo pingin barang bagus ♥️♥️♥️🎉🎉🎉💥💥
Heru purwanto Purwanto,2,2026-07-03 08:55:29,"yakin bosok, iklannya dimana mana, lagi bikin tugas iklan, lagi main game online iklan, lagi buka apk apa gitu langsung iklan shopee ya tuhan. please deh kalo mau promosiin itu yg mutu ini apa, iklan dimana mana, iya iya shopee emang bagus ak kasih rate 2 soalnya apknya emang berguna, but iklanya sialan, banyak bgt please, masalahnya sini itu mau bikin tugas sekolah harus dikumpulin besok, ak ngerjainnya pakai apk apa gitu, baru juka nghidupin wifi langsung iklan shopee ini lah.....[cry]"
hadi tjandra,5,2026-07-03 08:54:19,mantap
zilla azilla,5,2026-07-03 08:53:23,merasa puas belanja di shopee... belanja lagi ah.....
Anugrah Ramadan,5,2026-07-03 08:52:54,"shopee terpercaya dalam semua kegiatan dan peraturan yang dikeluarkan dalam semua hal, terus pertahankan dan tingkatkan"
Pokemon Fans,5,2026-07-03 08:50:35,terbaik
Mas Suripto,5,2026-07-03 08:50:10,"BAGUS BANGET SHOPEE 💖✨ banyak banget promonya, suka banget, banyak yang disukai orang, harganya ngak terlalu nguras dompet👛 🤍✨"
Gerhana Mentari,5,2026-07-03 08:48:07,shopee sangat membantu menemukan barang. Thu ya shopee
Jasa saluran pipa mampet,1,2026-07-03 08:47:30,instan prioritas nya juga tetep lama ngirim nya
lunaa lvnderr,5,2026-07-03 08:46:46,cefatt
M Habib,5,2026-07-03 08:46:26,top
Nuy Latifah,5,2026-07-03 08:46:24,bagus amanah
Kamalacin Mumu,4,2026-07-03 08:45:21,seharus nya no kurir di terterakan di rincian pesanan
Rahmat Triyani,4,2026-07-03 08:40:30,pengajuan spay spaylater pinjaman selalu ditolak. padahal niat ny bener
syahril nasution,1,2026-07-03 08:36:30,"di pesan... yang datang kotak kosong... di tolak.. kita yang salah... karna menolak barang... tidak bisa COD lagi, sudah 2 kali nelpon pengaduan,, katanya akan di proses... sampai sekarang tetap tiidak bisa COD... maunya shopee biarpun penipuan harus tetap di bayar... kan lucu... sudah di terangkan pun ke CS.. tetap tidak masuk..."
Jidan Suprianto,5,2026-07-03 08:33:46,mantap
Dwi P,1,2026-07-03 08:32:45,"Untuk shopee food kenapa jadi ada biaya layanan? Dapat free ongkir tp percuma juga. trs min jgn sering2 update. trs jg pengiriman spx, stuck di depok sy check out barang tgl 12 ini tanggal brp blm sampe ke tangan costumer jadi males co di shopee kalo kaya gini terus. tau gini saya beli di marketplace lain. shopeefood juga, lagi kepengen banget di cancel. driver gak ada yg mau jadinya di cancel. kalo gini mah dahlah gak mau pake shopee lagi"
Wulan Anjani,5,2026-07-03 08:32:04,selama ini sangat membantu..hampir lengkap juga barang2 nya
Pitri Yanti,5,2026-07-03 08:30:28,mudah dan cepat
HOKINDO SUPARJO,4,2026-07-03 08:29:46,oke. harga barang lumayan murah
Renindy Jati alteza,5,2026-07-03 08:29:38,"aplikasi belanja yang keren dan gampang dipahami.kalian harus donlod ya, murah murah lagi barang barang dishope.♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️😘😘😘😘"
aditya anggit,1,2026-07-03 08:28:25,shoppe pay ga bisa dipake
mutiha ayu Apriani,1,2026-07-03 08:26:45,"iklan lu ganggu, maksa bgt buat di download, udah durasinya lama, tanda silang nya palsu salah pencet dikit langsung pindah ke shopee, lu tuh ganggu bgt tau ga, lagi nonton,nugas apapun ganggu bgt."
Nayla Amanda,5,2026-07-03 08:24:13,bagus
Qistiana Oktaviana,2,2026-07-03 08:23:50,ini knp ga bisa di download ya padahal apk ya bagus
Kaylla Tifa,1,2026-07-03 08:23:27,"pliss lah kurangin iklan nya. jangan maksa gitu, lebay banget iklan nya. Saya ga ada ngapa²in tiba² masuk shoppe ga jelas dehh"
REISTA .S,5,2026-07-03 08:21:23,bagus banyak vocernyaa dan gratis ongkir jugaa ada potongan harga
Harun Ruhiat,5,2026-07-03 08:21:18,Tampilan menarik minat menginspirasi
ima halimatus sa'diyah,1,2026-07-03 08:16:03,berisik banget iklan nya huuu
VisGogali,5,2026-07-03 08:15:34,shopee sangat cepat mengembalikan dana konsumen ketika terjadi gagal dlm pengiriman barang
KYOMI hachiiware,5,2026-07-03 08:14:41,"Aplikasinya sangat membantu, tampilannya mudah dipahami, dan proses belanjanya cepat. Mantap!"
Rafka Rafka,5,2026-07-03 08:14:38,good 🫰🏻
Regina Gina,5,2026-07-03 08:14:35,baik
Patricia Paula,5,2026-07-03 08:14:21,"shopee lebih mudah dipakai belanja dibanding aplikasi online lainnya, juga dapat gratis ongkir paling banyak Topp pokonya shopee"
Febri Fitriana,5,2026-07-03 08:14:13,oke
Cut Jauhari,5,2026-07-03 08:13:32,shopee sangat memudahkan dan tidak berat di ongkos ..
Safiradian,1,2026-07-03 08:13:27,"pas mau pesen barang itu udah di terima sama penjualnya, eh malah dibatalin sama shopee nya gara gara terdeteksi aktivitas mencurigakan, aneh banget sumpah padahal akun ak itu masih akun baru tolong pihak shopee benerin ini ganggu banget sumpah."
Neng Yunisubang,5,2026-07-03 08:12:02,krennn dah pokonye
Siddiq Gabel,5,2026-07-03 08:09:35,baik
Arsyl Alfarizy,5,2026-07-03 08:03:10,cepat waktu
muhammad alfiyan,2,2026-07-03 08:03:09,spylater gabisa dipakai padahal gaperna telat bayar udah platinum jg
Theresia Kinanti,1,2026-07-03 08:03:01,"LAYANAN SHOPEE FOOD PARAH BANGET. orderan tidak bisa dicancel, sekalipun tidak ada driver. sekalinya ada driver, driver triple order, jadi sangat lama. layanan prioritas yang biasanya bisa untuk menghindari double/triple order, layanan prioritas tiba tiba tidak tersedia. order pukul 12.00 baru sampai 14.30, menunggu makanan 2.5jam. CS TIDAK MEMBANTU MALAH MENYALAHKAN DRIVER. PEDAHAL DRIVER TIDAK SALAH. SAYA COSTUMER TIDAK BISA COMPLAIN KARENA CS NYA PAKAI AI. TIDAK MEMBANTU."
WASIS WASTONO,1,2026-07-03 07:56:38,"harga awal sama cekout beda jauh, harga awal 15rb, begitu di cekout jadi 20rb lbih, padahal udah gratis ongkir, kebanyakan biaya tambahan contoh: harga awal 15rb ongkir 15rb biaya layanan 2rb, dan tambah subtotal ukuran khusus, 7rb, meskipun itu pakek kargo, sama aja gratis ongkir gx guna, masih banyak orang ketipu, padahal kalo di hitung², lebih murah beli ofline dengan harga 15rb sama,"
Wong Bubar,4,2026-07-03 07:56:00,yaa sukaa si bnyak diskon
Sulaiman Ari Waho,5,2026-07-03 07:55:26,😍😍😍
Dinda maharani,2,2026-07-03 07:54:29,"tolong dipikir dikit klo bikin iklann,,gaenak tau lgi nonton tb2 ke shoppe gajelas bngt ad dmn2"
Fabian Ariesta,1,2026-07-03 07:52:02,iklan nya pemaksaan kontrol
Toni Agustiawan,1,2026-07-03 07:51:41,kurir sangat tidk ramah mengambil keputusan sepihak
taufik hidayatullah,5,2026-07-03 07:49:59,bagus
Fulvian Putra,1,2026-07-03 07:47:59,iklan mu perbaiki mengganggu anj
wahyudin 24,1,2026-07-03 07:46:41,"SERING UPDATE, TAPI MALAH TAMBAH LEMOT,NGELEG NIH APLIKASI, SUDAH HAPUS CHAHE,LOG OUT,TETEP AJA, HP UDAH D RESTRAR, KONEKSI SUDAH DI RESTAR, TETEP AJA LEMOT,NGELEG, BANYAK DI OTAK ATIK, ALHASIL TAMBAH NGACO, DAN MAKIN PARAH,MAKIN SINI MAKIN NAIK BIAYA LAIN2 NYA"
Putri Noong,2,2026-07-03 07:46:01,kacau
Ingot,5,2026-07-03 07:45:50,Ok 👍
Indian Ziouxs,5,2026-07-03 07:45:01,"pengiriman cepat , semoga awet"
Jancuk,5,2026-07-03 07:42:57,"nda pernah menyesal beli di shopee, cuman kurir nya yg bikin jengkel"
Eka Junarta,1,2026-07-03 07:41:48,saya masukin no telepon GK bisa
Eutgh uyugu,5,2026-07-03 07:41:00,bagus shopee murah2
syifa princes,5,2026-07-03 07:40:11,senang berbelanja di shopee harganya murah semoga kedepannya barang yang ditawarkan hanya barang yang berkualitas saja agar semua pelanggan merasa puas berbelanja di shopee 🫰
Nurmala Dewi,3,2026-07-03 07:39:48,kenapa app shopee saya ga bisa untuk blanja selalu dibatalkan sama aplikasinya dengan tulisan terdeteksi aktivitas tidak wajar. padahal aplikasi shopee saya tempat saya blanja kebutuhan untuk di warung. tolong bantu kendala yg terjadi di setiap akun yg terjadi kesalahan seperti itu.
Adrian Abdul,5,2026-07-03 07:39:17,"sunggu memuaskan dan,brang barang dri shopee emang bgus semua"
Sumana,5,2026-07-03 07:38:03,cukup bagus untuk permudah belanja
David ZStore,1,2026-07-03 07:37:43,"kurir nya gakada otak,orang pesan paket,gakada dianter"" tolong lah pihak shope,pake jasa kurir yang amanah dan cepat kirim paket nya.. udah berapa x saya pesan paket,selalu gapernah diantar sama kurir nya saya kasih bintang 1"
gapry,1,2026-07-03 07:37:15,sudah melakukan pembatalan tapi uang belum di kembalikan... kecewa dengan aplikasi ini beda sama dengan aplikasi sebelah proses cepat dan aman
Alfian Wiratama,5,2026-07-03 07:34:23,mantep baget semoga shope bisa memberikan saya vocer gratis ongkir ya mi. kehabisan vocer ni min 🙏
Diki Cahyadi,5,2026-07-03 07:34:08,cukup puas
Suriono,1,2026-07-03 07:34:05,Maaf kasih bintang satu dulu kalau bagus saya kasih lima. iklan nya jangan terlalu maksah banget.
Diki Purnama Al Bogori,5,2026-07-03 07:33:52,Bagus
Agus Gumelar,5,2026-07-03 07:33:06,memudahkan belanja
Ahmadd Arif92,5,2026-07-03 07:32:34,Ok
Nicole Christy,5,2026-07-03 07:32:33,sangat membantu tgl beli klik BRG dtg
Indra Boy,5,2026-07-03 07:31:45,matap shopeee👍👍
Ana Made,5,2026-07-03 07:30:30,"Alhamdulillah, selalu terbantukan oleh Aplikasi Shopee untuk berbelanja secara kilat dgn keperluan yg dibutuhkan."
Citra Ramadhani,1,2026-07-03 07:29:25,"sebenarnya aplikasi nya bagus, harganya juga lebih murah dibandingkan sama apk lain. tapi tolong lah ya jangan seenaknya bikin iklan. mau buka aplikasi lain jadi gak mood karna iklan shopee yang maksa banget."
Kokogery.kreasi,5,2026-07-03 07:28:10,upgrade Shopee VIP voucher potongan harga berlimpah 👌👍
Katsucho Chiyaka,1,2026-07-03 07:24:11,"gak ada salah dari selama ini aku beli barang di sini cuman ANJIRLAH IKLANNYA GANGGU BET COK, jangan over gitu lah, apa-apa maksa bet masuk ke aplikasi, ganggu jir, lu ganggu user yang pake aplikasi yg lu bayar buat promosi, mikir kalo promosi, minimal bisa diskip tanpa harus dipaksa masuk ke aplikasi/website. kuubah dari 3 bintang jadi 1 bintang karena menganggu banget."
Zahira Athifa,5,2026-07-03 07:23:55,"kurangi iklan Ndak jelas mu iku lohhhhh, lagi main tiba² iklan shopee, padahal gak pencet apa² tiba² lngsung ke play store trs di suruh download shoppe, jngn salahkan anak kecil bila kepencet beli macem macem di shopee,orng iklan ny aj sambarang , TPI di sisi lain shoppe bagus dan banyak promo"
Ultra Jaya,5,2026-07-03 07:20:26,sangat puas
ayva aulia,1,2026-07-03 07:18:28,"astagaa ini toko sering bgt iklannya ngganggu orang bgt maksa bgt masuk di tokonya pdhl lgi serius"" nya malah iklan terus udh di pencet silang ttp maksa masuk ke aplikasinya"
Juliatin atin,5,2026-07-03 07:18:26,sangat membantu
Nur Hadi,5,2026-07-03 07:15:50,"trimakasih 🙏, sesuai pesanan"
Putri Zahra,1,2026-07-03 07:11:57,bener bener buruk banyak iklan
Boy Arcelio,1,2026-07-03 07:09:53,"ini ya aneh bngt skrng ko tiba2 hrga berubah drastis pas mau co mkaann,sdh jelas2 hrga dpt promo,tiba2 berubah,makin aneh aja"
Indra,5,2026-07-03 07:08:09,bagus
Desi Ariyati,5,2026-07-03 07:06:04,lumayan buat gati2.
Coz Olsem,4,2026-07-03 07:05:55,"kalo bisa yg untuk isi alamat/ patokan untuk penerima barang di lebihkan huruf angkanya buat patokan kurir... saya kan jualan nasi warteg, kadang ngisi alamat depan ada ruko udh di kasih patokan huruf angka mencapai batas, kebanyakan kurir SPX ngirim ke ruko bukan ke patokan titik saya... apa lagi ini pihak Ekspedisi kurir bingung dri JNE. patokan saya di Warteg, mangkanya warteg banyak bukan cuma di saya aja. giliran di di isi alamat ruko malah di kirim ke ruko bukan ke warteg...!!!"
Eliyah Eliyah,1,2026-07-03 07:01:36,"shopee ini Udah mau bangkrut kah , stiap Cok out barang banyak biaya adminta , Dengan alasan untuk meningkatkan layanan tapi di giliran di butuhkan , untuk kendala kenapa di akun saya sekarang tidak bisa cek out mengunakan alamat di Bali padahal alamat toko yg saya mau beli lokasi nya di Bali, saya Ciba toko yg lain tetep tdk bisa , chat cs yg balas robot Mulu , robot megharah Kan klik chat cs tapi balasan , customer service tidak bisa melayani mu , gimana sih kalo kaya gini terus saya pindah"
Asrul 2325,5,2026-07-03 07:01:12,aplikasi belanja yg is the best
ENAN SUTISNA,5,2026-07-03 06:55:52,Baik.
Nadin Marshanda putri,1,2026-07-03 06:55:24,"Sekarang kalau mau chat penjualnya langsung susah banget, soalnya otomatis kebalas pakai Ai padahal kan mau lihat kondisi barangnya, kalaupun dipencet bicara dengan penjual langsung terkadang penjualnya ga pernah dibales, ntah chatnya masuk atau ga ke dia, soalnya pas pencet bicara dengan penjual kedua kalinya biasanya beberapa menit kemudian direspon. Tolong shopee perbaikin lagi yaa untuk bicara dengan sellernya langsung soalnya itu juga penting banget buat lihat produknya lebih lanjut"
Novan Alif hermawan,5,2026-07-03 06:55:10,mantap
Omah Kari,5,2026-07-03 06:54:50,Sangat Membantu
Aghunk Putra,2,2026-07-03 06:54:07,"pengantarannya tidak jelas, kadang blum di antar sudah di retur"
DR RACING PROJECT,1,2026-07-03 06:53:26,biaya iklan mahal
Pori Andeka,5,2026-07-03 06:53:08,mantap
F O,1,2026-07-03 06:53:02,"games-nya makin pelit coin, dulu shopee tanam ada beli pulsa cashback coin sekarang hilang, dulu ada bayar coin 2000 dapat 6000 coin sekarang hilang."
Mamat Wahya,5,2026-07-03 06:51:04,sangat bagus
Akmal,5,2026-07-03 06:43:05,aplikasi ini sangat bagus
アハマダ,1,2026-07-03 06:41:42,"agak ga jelas sih,apalagi sama pihat kurirnya,masa paket gw di balikin gitu aja ke penjual,ga jelas emang"
adinda atthahi7ah,1,2026-07-03 06:41:36,"banyak iklan setiap mau masuk di app lain,dikurangi iklannya"
Muhammad Balya,5,2026-07-03 06:40:55,"ini sengaja saya kasih bintang 5 agar pesan nya di atas saya sangat kecewa dengan aplikasi ini, saya rasa aplikasi ini terlalu maksa, iklan nya dimana"" saya akan segera meng uninstall aplikasi ini, masih banyak aplikasi belanja online yang lebih bagus dan ga maksa kayak aplikasi ini"
Yusuf Donatus,5,2026-07-03 06:40:52,Kurir ramah & gercep....👍👍👍
Trias Fachman Putra,5,2026-07-03 06:40:46,Good App
Azmi Arkan,3,2026-07-03 06:40:22,saya Neman buat akun tapi di blokir terus aduh gimana nih min
Jihan Annisa,1,2026-07-03 06:40:03,"Saya pesan shopeefood saat sedang memilih menu, makanan ter CO sendiri, tidak ada konfirmasi pembayaran, saya pakai debit card tidak ada verifikasi, ketika ingin dibatalkan tidak bisa, harus menunggu 50 menit, ketika chat cs harus menunggu 38 antrian, ketika masuk cs (CS Bia dan CS Nika) sama sekali tidak menyelesaikan masalah, malah menggunakan bahasa yang sarkas dan tidak menghargai customer. CS membatalkan konsultasi secara sepihak, tanpa menunggu tanggapan customer, sangat mengecewakan"
Septi,5,2026-07-03 06:39:51,suka aja
Natasha Bella,1,2026-07-03 06:37:36,"Tolong kalau buat iklan jangan memaksa, saya lagi main game atau nonton film di aplikasi padahal tidak mencet apapun dan memang tidak ada iklan shopee tapi tetap saja beralih ke shopee. Tolong perbaiki saya merasa tidak nyaman!!"
Botan Prysisilia,5,2026-07-03 06:36:36,terimaj kasih
Delpian Rak,1,2026-07-03 06:35:55,"OPTIMALKAN OPSI, KUALITAS DAN PROFESIONAL KERJA. PRESISI. AKURAT DAN TERPPERCAYA. ckckckc"
April Pangaribuan,5,2026-07-03 06:35:39,sangat bagus
Ranta Tri Widodo,1,2026-07-03 06:34:31,"pengantaran shopeefoodnya lama banget, akan saya perbaiki penilaiannya jika ada perbaikan dari shopee"
Dzikri Ramadan,5,2026-07-03 06:31:09,"keren pokok ny shopee,tdi nya sy langganan di toko biru,tpi ongkir ny gede bngt,bgtu beralih ke shopee,udh mah cpt,sering gratis ongkir pula lg👍"
Supiyanto Supiyanto,5,2026-07-03 06:29:07,melihat ulasan yang ada saya tertarik. dgn apl shappe Indonesia
Suprihati Hati,5,2026-07-03 06:29:01,"orang indo mana si yang gatau shopee, lu tuh apalagi si yg mau dikejar, udh ratusan ribu org yg make apk lu, tpi iklan nya ganggu ampun ampunan"
Lita Putri,5,2026-07-03 06:25:38,pelayanan cepat barang sesuai
Fakih Nur muhammad,5,2026-07-03 06:24:29,saya senang mendownload karena produk asli
Oni Wanto,5,2026-07-03 06:23:25,pengiriman dari toko ini sangat cepat.
Miftahul Jannah,5,2026-07-03 06:22:38,bagus sekali
Rahmat Bowo,5,2026-07-03 06:20:47,Sangat bagus
Yuni Anita,5,2026-07-03 06:18:21,sippp
Mas Roshi,5,2026-07-03 06:18:12,Shopee is The Best
Mila Racitia,2,2026-07-03 06:17:49,"Iklan lo annoying sumpah,ganggu banget anjiirr,tiap buka apk lain tiba-tiba masuk shopee,tolong dikurangin yang kek gitu😒😒"
devy risvianty,5,2026-07-03 06:17:37,Membantu saat mager karena bisa belanja kebutuhan sehari-hari dan juga perlengkapan rumah disini. Flash sale nya bikin tergoda 😄
gusaboel maalys81,5,2026-07-03 06:15:43,sangat membantu
najwa Khaira wilda,1,2026-07-03 06:15:30,"TOLONG DONG IKLAN NYA KURANGIN SYA LGI NGERJAIN TUGAS ONLINE KE APLIKASI INI MULU, PLS LAH IKLANYA KURANGIN GA!! TUGAS ONLINE SYA JDI BNYAK YG HILANG GRA GRA IKLAN SHOPEE INI NIH!"
Sopiyah Sopi,2,2026-07-03 06:14:04,"pengiriman nya lelet banget padahal udah lewat dari hari pengiriman tapi masih aja belum dateng, terus masalah iklan juga berlebihan banget jadi susah mau buka apk yang setiap ada iklan"
Giska Wulandari,1,2026-07-03 06:13:15,iklannya banyak bet
Ririne Arie,5,2026-07-03 06:13:10,bagus banget shopee
Maryam Az-Zahra,1,2026-07-03 06:12:47,plis maksa bgt sumpah gw ga download shopee kebuka Mulu
Andricahyoariyanto260499 Andricahyoariyanto260499,1,2026-07-03 06:12:32,payahhh pengiriman lambat.. sama sama tangerang. bisa 4 harii. apa apaan ini... sedangkan instanya aja 2 jam....pelayanan burukkk sangat sangatttt burukkk ..
hilman Hifdzi,5,2026-07-03 06:10:32,mantapp
Nita Nitaa,1,2026-07-03 06:09:41,iklan yang sangat menganggu dan sering kali menipu kita dengan tanda silang palsu
Alkha Alkha,5,2026-07-03 06:07:27,bagus
Ilham. am,2,2026-07-03 06:06:26,"gajelas, setiap mau buat pesanan pake voucher gabisa terus, katanya ada aktifitas mencurigakan, itupun vouchernya ga gede' kali"
abdul rokhim,1,2026-07-03 06:05:21,iklan nyusahin
Septima dery marsa,2,2026-07-03 06:04:44,"IKLAN KURANGIN MAKSA PLIS. lagi ngedit, ada iklan lu, gue pencet silang malah masuk shopee. Alhasil editannya jadi blank. GUE UDAH ULANG BERKALI"" sekali lagi KURANGIN IKLAN MAKSA. walaupun juga beli disini, tapi iklan lo berlebihan."
Ahmad Pwt,5,2026-07-03 06:04:33,Pelayanan baik sekali
Irawan Kusnadi,5,2026-07-03 06:02:54,ok
Imam Rifa'i,5,2026-07-03 06:01:54,"sangat cepat, akurat dan puas hasilnya"
Musyati Yati,5,2026-07-03 06:00:09,sangat bgus
Raisa Arsyila,5,2026-07-03 05:59:31,lumayan
Rehan,5,2026-07-03 05:58:40,mantap
Bambang Al qohiri,1,2026-07-03 05:58:30,hilang pesanan saya belum sampai ke ta gan say
Riena Rosyada,1,2026-07-03 05:58:13,"kurir shoope gak mau anter paket kalau dapat paket diantar sma tuh kurir pas gak pernah diantar. tpi kalau yg satunya diantar. aturan apaan ini nama kurir sop nya gk boleh dikasih lihat, sama nomer hpnya terus kalau ada kendala kayak gini sebel saya paketnya gak diantar sama tuh kurir pasti sama orang e tiap dibawa gak pernah dianter"
Kansa Kaka,1,2026-07-03 05:57:05,iklannya maksa!! 😡 jadi bete gw gara² aplikasi Oren ini ! iklannya jangan maksa!!! gw mau main game aja gak senang !!😡😡😡😡
Tristan Nara,5,2026-07-03 05:56:46,sangat membantu saya
Ahmad Fadlin .Y,5,2026-07-03 05:52:34,gampang & murah
Hasan Bisri,5,2026-07-03 05:51:00,"pengaman saya udah beli di tolain waduhsangat kecewa ,barang tidak sesuai dgn gambar, tapi di toko ini alhamdulillah sangat amanah barangnya sangat sesuai deskripsi ,semoga jualannya majuterus, amiin. ini baru toko amanah sangat sesuai dengan deskriosi terims kasih shifee, busa kanganan dong."
Ika Rhma,1,2026-07-03 05:50:36,tolong iklan nya di kondisikan sangat menganggu pekerjaan saya tiba tiba muncul iklan shope.
Sanji Sanjikun,5,2026-07-03 05:50:16,sangat bagus
ogre jibeg,5,2026-07-03 05:50:14,sangat membantu...
D zoa,5,2026-07-03 05:46:25,mantap lah
Ani,5,2026-07-03 05:45:46,"kurir nya baik bgt , bintang 5 pokoknya"
Fitri Fitri,5,2026-07-03 05:45:36,baik
Agung Pramono,5,2026-07-03 05:44:07,enak banget belanja disini
Cokz225,1,2026-07-03 05:44:07,sepertinya terjadi masalah pada sistem setiap buka shopee malah macet gak bisa di scroll.. mohon segera diperbaiki
Alif Naufal Gibran,1,2026-07-03 05:43:56,gara gara apk ini hp saya jadi rusak dikarenakan apk ini sering spam iklan dan sangat mengangu
Wisanggeni,5,2026-07-03 05:43:41,bagus
Nurma,5,2026-07-03 05:43:28,"Good, pelayanan baik"
Keisha Zahra awi,1,2026-07-03 05:43:16,masalah GK pernah selesai
Asep Kusnandar,5,2026-07-03 05:41:24,Bagus dan tingkat kan lagi ya
Nia Kurnia,1,2026-07-03 05:38:17,pengiriman/transit lamaaaaaaaaaaaaaaaa bgt
Eri Han,3,2026-07-03 05:37:25,Para pengguna mengeluh krn jawaban para CS shopee berbeda ketika ditanya soal pelaporan PPh pasal 22 utk penjual dibawah omzet Rp 500 jt. Bikin bingung
Ema Tarwiani,5,2026-07-03 05:36:25,lebih hemat karna kita beli bisa sesuai keperluan
Surya Dinata,1,2026-07-03 05:36:25,tidak ada harapan
Sulis Tyo,5,2026-07-03 05:34:45,pelanggan setia
Fathrur Rozin,5,2026-07-03 05:34:28,"Terima kasih pesanan ku tiba dg selamat, Terima kasih mas kurir"
Gina Neyha,5,2026-07-03 05:33:37,memudahkan belanja
Martin Abar,5,2026-07-03 05:33:25,baik
